ip,mean
195.228.45.176,239565.000000
198.50.200.129,239565.000000
91.219.236.232,239565.000000
212.81.199.159,239565.000000
108.61.166.139,239565.000000
91.219.237.244,239565.000000
212.83.40.238,239565.000000
212.83.40.239,239565.000000
108.28.164.248,239565.000000
82.221.101.67,239565.000000
81.30.158.81,239565.000000
171.25.193.25,239565.000000
197.231.221.211,239565.000000
91.203.5.165,239565.000000
91.203.5.146,239565.000000
91.203.146.126,239565.000000
198.134.125.78,239565.000000
198.167.223.38,239565.000000
198.211.122.191,239565.000000
91.146.121.3,239565.000000
171.25.193.235,239565.000000
198.245.60.8,239565.000000
171.25.193.20,239565.000000
166.70.15.14,239565.000000
198.50.159.204,239565.000000
89.31.96.168,239565.000000
89.236.34.117,239565.000000
164.132.51.91,239565.000000
205.168.84.133,239565.000000
207.244.97.183,239565.000000
207.244.70.35,239565.000000
84.232.5.230,239565.000000
207.192.69.165,239565.000000
167.114.34.150,239565.000000
212.19.17.213,239565.000000
204.85.191.30,239565.000000
217.182.207.27,239565.000000
204.8.156.142,239565.000000
212.21.66.6,239565.000000
87.118.116.12,239565.000000
166.78.144.80,239565.000000
204.194.29.4,239565.000000
87.118.116.90,239565.000000
84.251.91.165,239565.000000
208.67.1.83,239565.000000
89.234.157.254,239565.000000
85.207.155.39,239565.000000
210.3.102.152,239565.000000
84.53.225.118,239565.000000
217.160.2.23,239565.000000
84.45.76.13,239565.000000
167.114.238.104,239565.000000
85.143.95.50,239565.000000
209.66.119.150,239565.000000
46.39.102.250,239565.000000
85.90.244.52,239565.000000
86.104.15.15,239565.000000
84.45.76.12,239565.000000
84.45.76.11,239565.000000
84.45.76.10,239565.000000
210.92.18.118,239565.000000
204.11.50.131,239565.000000
212.47.227.72,239565.000000
87.118.122.30,239565.000000
89.187.143.81,239565.000000
89.163.135.98,239565.000000
107.170.1.205,239565.000000
89.163.237.45,239565.000000
167.114.89.195,239565.000000
104.237.152.195,239565.000000
46.28.111.122,239565.000000
89.207.129.150,239565.000000
87.118.122.50,239565.000000
107.181.174.84,239565.000000
212.47.246.21,239565.000000
104.236.58.27,239565.000000
212.47.247.226,239565.000000
46.28.110.136,239565.000000
104.236.141.156,239565.000000
89.144.12.15,239565.000000
104.31.75.147,239565.000000
88.156.182.196,239565.000000
88.150.157.14,239565.000000
82.163.79.61,239565.000000
87.98.178.61,239565.000000
87.255.51.230,239565.000000
84.200.4.125,239565.000000
82.211.0.201,239565.000000
166.70.207.2,239565.000000
87.185.31.200,239565.000000
212.47.238.193,239565.000000
82.211.19.129,239565.000000
87.120.254.200,239565.000000
87.118.82.3,239565.000000
84.200.50.18,239565.000000
84.200.56.34,239565.000000
212.92.219.15,239565.000000
210.50.9.88,239565.000000
163.172.67.180,239565.000000
163.172.29.81,239565.000000
103.234.220.197,239565.000000
192.81.131.49,239565.000000
194.187.249.135,239565.000000
217.12.204.104,239565.000000
82.221.139.190,239565.000000
213.95.21.54,239565.000000
193.107.85.62,239565.000000
82.94.251.227,239565.000000
216.239.90.19,239565.000000
173.246.103.8,239565.000000
194.218.3.79,239565.000000
216.17.101.79,239565.000000
216.17.99.183,239565.000000
171.25.193.78,239565.000000
217.12.201.109,239565.000000
193.171.202.150,239565.000000
103.236.201.110,239565.000000
213.136.71.21,239565.000000
193.200.241.195,239565.000000
193.107.85.56,239565.000000
103.3.61.114,239565.000000
163.172.29.9,239565.000000
46.242.66.240,239565.000000
82.221.112.122,239565.000000
163.172.38.173,239565.000000
192.87.28.82,239565.000000
82.221.139.25,239565.000000
192.87.28.28,239565.000000
163.172.43.52,239565.000000
213.39.51.93,239565.000000
101.98.11.146,239565.000000
82.221.129.96,239565.000000
213.61.149.100,239565.000000
103.56.207.84,239565.000000
193.201.225.45,239565.000000
91.233.244.106,239565.000000
103.27.124.82,239565.000000
192.42.116.16,239565.000000
194.67.214.123,239565.000000
193.138.219.231,239565.000000
192.42.115.102,239565.000000
104.128.161.233,239565.000000
91.233.106.121,239565.000000
213.108.105.71,239565.000000
193.15.16.4,239565.000000
192.42.115.101,239565.000000
103.8.79.229,239565.000000
194.88.143.66,239565.000000
194.87.217.87,239565.000000
91.228.151.52,239565.000000
195.123.212.34,239565.000000
104.131.206.23,239565.000000
192.42.113.102,239565.000000
193.111.136.162,239565.000000
103.8.24.66,239565.000000
91.229.77.64,239565.000000
91.250.241.241,239565.000000
193.110.157.151,239565.000000
108.61.187.24,239565.000000
81.170.184.90,239565.000000
91.231.86.101,239565.000000
199.249.223.62,239550.000939
199.249.223.61,239550.000939
170.250.140.52,239550.000939
5.9.195.140,239445.007513
179.43.146.230,239445.007513
50.7.151.127,239445.007513
189.84.21.44,239205.022539
82.211.34.97,239190.023479
178.17.170.13,239190.023479
176.38.163.77,239085.030053
80.169.241.76,238485.067618
5.39.217.14,238485.067618
89.34.237.121,238365.075131
185.100.86.154,238365.075131
185.29.8.132,238350.076071
193.70.39.41,238125.090158
212.47.243.140,238020.096732
82.247.198.227,237765.112697
51.15.43.205,237660.119271
80.82.67.186,237645.120210
91.233.106.172,237285.142750
178.17.170.194,237045.157776
50.76.159.218,236925.165289
5.196.29.217,236925.165289
146.0.43.126,236685.180316
46.41.132.84,236685.180316
158.69.215.7,236565.187829
46.23.72.81,236445.195342
173.254.216.66,235965.225394
82.221.128.217,235965.225394
217.182.74.253,235845.232908
217.115.10.131,235740.239482
104.223.123.98,235365.262960
5.254.112.154,235260.269534
155.133.82.112,235125.277986
5.254.79.66,234900.292074
208.67.1.82,234870.293952
199.249.223.63,234750.301465
199.249.223.64,234750.301465
198.46.138.18,234675.306161
89.32.127.178,234390.324005
77.250.227.12,234180.337153
96.64.149.101,233925.353118
192.160.102.170,233835.358753
192.160.102.169,233835.358753
192.160.102.168,233835.358753
185.100.85.101,233610.372840
94.102.50.42,233370.387866
163.172.151.47,232845.420736
199.249.223.73,232605.435763
95.42.126.167,232590.436702
199.249.223.72,232590.436702
178.17.174.14,232395.448911
46.17.97.112,232185.462059
5.196.121.161,231750.489294
46.101.150.49,231345.514651
18.248.1.85,230940.540008
192.160.102.165,230715.554095
212.47.227.114,230565.563486
144.217.167.240,230190.586965
95.130.11.170,229110.654583
31.185.27.208,228750.677122
193.107.85.57,228675.681818
46.249.37.143,228000.724080
92.243.69.105,226365.826446
185.129.62.62,226245.833959
46.45.137.71,226230.834899
37.187.53.94,226005.848986
212.47.229.60,225840.859316
66.240.192.138,225615.873403
199.249.223.79,225540.878099
217.182.76.240,225225.897821
199.249.223.76,225180.900639
199.249.223.78,225180.900639
85.90.244.23,225150.902517
103.29.70.23,225150.902517
199.249.223.77,225060.908152
78.41.115.145,225045.909091
176.67.168.210,224820.923178
139.162.28.23,224670.932569
23.92.27.23,224670.932569
209.123.234.23,224670.932569
80.85.84.23,224670.932569
23.92.28.23,224670.932569
162.221.201.57,224310.955109
158.255.6.242,223111.030240
137.74.169.241,222691.056536
199.249.223.60,222541.065928
87.81.148.61,220876.170173
178.156.202.125,220861.171112
63.247.140.224,220231.210556
139.162.105.26,219916.230278
178.63.97.34,219676.245304
84.200.82.163,219406.262209
162.213.0.243,218911.293201
79.124.59.202,218191.338279
104.218.63.73,217816.361758
185.165.168.42,217066.408715
95.130.10.69,215656.496995
85.25.44.141,215521.505447
5.9.158.75,215146.528926
195.12.190.38,214606.562735
193.90.12.88,214486.570248
193.90.12.89,214126.592787
193.90.12.86,214126.592787
193.90.12.90,214126.592787
193.90.12.87,214126.592787
163.172.212.115,213736.617205
95.165.133.22,213241.648197
185.35.138.92,212881.670736
62.149.12.153,211606.750563
51.254.23.203,211126.780616
176.121.81.51,210436.823817
91.197.234.102,210406.825695
63.249.152.74,210196.838843
103.7.59.135,210196.838843
221.194.44.229,210196.838843
66.45.245.150,210196.838843
87.254.167.37,210196.838843
87.246.143.242,210196.838843
109.229.210.250,210196.838843
107.161.186.90,210196.838843
109.229.36.65,210196.838843
64.182.6.61,210196.838843
64.182.215.68,210196.838843
64.127.71.73,210196.838843
162.223.94.56,210196.838843
87.236.210.110,210196.838843
66.240.236.119,210196.838843
31.7.63.146,210196.838843
198.20.69.98,210196.838843
83.69.233.121,210196.838843
60.241.184.209,210196.838843
113.29.230.24,210196.838843
83.15.254.242,210196.838843
94.103.36.55,210196.838843
91.236.75.11,210196.838843
192.99.19.4,210196.838843
109.127.8.242,210196.838843
60.13.186.5,210196.838843
193.201.227.142,210196.838843
117.221.195.134,210196.838843
58.195.1.4,210196.838843
124.110.195.160,210196.838843
37.143.11.189,210196.838843
104.238.158.106,210196.838843
79.134.255.200,210181.839782
91.220.163.21,210076.846356
104.218.63.74,210031.849174
92.222.103.232,209686.870774
45.79.207.176,209686.870774
206.248.184.127,209326.893313
59.157.4.2,208816.925244
87.236.210.124,208816.925244
64.85.233.8,208816.925244
91.108.176.118,208816.925244
103.4.52.150,208816.925244
87.237.198.245,208816.925244
185.35.138.22,208816.925244
103.26.128.84,208816.925244
185.170.41.8,208726.930879
162.221.202.230,208681.933696
79.137.79.167,208021.975019
186.120.225.119,206822.050150
130.204.161.3,206492.070811
185.100.86.141,206492.070811
164.132.106.162,206462.072690
139.162.16.13,206267.084899
88.83.40.246,206102.095229
185.24.233.74,205262.147821
79.134.234.247,204767.178813
195.154.251.25,204302.207926
82.211.19.143,203447.261458
211.21.48.217,203357.267092
193.70.89.20,203327.268971
185.34.33.2,203042.286814
82.211.31.247,202607.314050
41.78.128.113,202532.318745
18.85.22.204,202202.339406
180.124.40.30,202052.348798
201.68.215.52,202037.349737
212.47.242.127,201452.386364
104.218.63.76,201437.387303
104.218.63.75,201437.387303
198.50.191.95,200567.441773
93.115.241.2,200567.441773
198.71.81.66,200357.454921
66.70.217.179,200297.458678
103.35.74.77,199997.477461
103.35.74.75,199997.477461
51.15.70.228,199052.536627
46.166.162.53,198932.544140
178.202.169.177,197402.639932
62.210.115.87,197222.651202
46.4.55.177,196937.669046
94.141.227.12,196727.682194
14.202.230.49,196517.695342
110.174.43.136,196172.716942
185.127.25.68,196052.724455
180.124.41.217,195257.774230
18.248.2.85,194972.792074
31.131.4.167,194837.800526
180.124.43.224,194747.806161
84.217.13.138,194417.826822
84.3.0.53,194207.839970
64.137.243.67,194192.840909
93.89.101.27,193967.854996
218.87.47.98,193757.868144
139.162.144.133,193487.885049
204.17.56.42,193247.900075
146.185.150.219,193247.900075
194.54.162.212,193097.909467
180.124.46.143,192992.916041
104.208.158.116,192812.927310
59.127.163.155,192767.930128
94.242.228.174,192647.937641
173.212.228.203,192362.955485
91.219.236.218,192287.960180
208.67.1.79,192137.969572
199.249.223.75,191343.019346
199.249.223.74,191343.019346
180.124.42.75,191133.032494
205.166.94.153,191058.037190
185.175.208.179,190878.048460
138.197.85.80,190818.052216
83.152.152.150,190578.067243
146.0.79.144,189768.117956
178.17.171.40,189528.132983
151.80.38.67,189528.132983
46.4.77.210,189498.134861
180.124.40.143,189213.152705
84.105.18.164,189138.157400
80.65.93.241,189123.158340
141.8.226.58,189123.158340
176.36.117.185,188613.190270
80.255.6.11,188448.200601
199.249.223.67,188223.214688
180.124.45.112,188208.215627
180.124.45.4,188178.217506
89.249.133.165,187743.244741
180.124.47.250,187728.245680
62.210.105.86,187548.256950
162.243.100.13,187443.263524
146.0.74.13,187383.267280
46.101.237.184,187263.274793
180.124.45.229,186453.325507
180.124.44.75,186153.344290
180.124.44.138,186138.345229
91.219.237.229,186093.348047
199.249.224.49,185763.368708
199.249.224.43,185763.368708
199.249.224.42,185763.368708
199.249.224.44,185763.368708
199.249.224.45,185763.368708
199.249.224.48,185763.368708
85.143.219.211,185583.379977
180.124.44.234,185298.397821
180.124.40.199,184983.417543
84.19.181.25,184938.420361
180.124.42.160,184878.424117
180.124.41.164,184833.426935
180.124.44.202,184728.433509
180.124.46.57,184683.436326
154.127.61.249,184398.454170
45.79.137.11,184338.457926
104.237.203.98,184143.470135
180.124.42.214,183453.513336
199.249.223.40,183288.523666
180.124.44.232,183243.526484
180.124.43.43,183138.533058
199.249.223.69,182943.545267
199.249.223.66,182943.545267
199.249.223.68,182943.545267
180.124.47.158,182748.557476
163.172.169.38,182343.582832
171.25.193.131,182223.590346
171.25.193.132,182223.590346
180.124.40.195,182133.595980
180.124.43.81,181923.609128
180.124.42.72,181458.638242
180.124.40.108,181458.638242
185.117.215.9,181428.640120
180.124.42.124,181218.653268
180.124.43.159,180618.690834
84.53.192.243,180618.690834
180.124.44.18,180528.696469
180.124.45.28,180528.696469
180.124.41.6,180393.704921
185.170.42.18,180363.706799
180.124.40.247,180363.706799
5.196.239.114,180303.710556
78.108.66.110,180063.725582
180.124.46.217,179838.739669
180.124.45.61,179478.762209
85.119.83.78,179418.765965
145.239.74.47,179313.772539
86.7.140.31,179223.778174
180.124.44.207,179193.780053
46.162.192.166,179103.785687
180.124.44.247,179028.790383
180.124.47.102,179013.791322
180.124.43.112,179013.791322
180.124.45.109,178983.793201
180.124.42.76,178968.794140
180.124.42.251,178893.798835
196.54.55.14,178803.804470
180.124.46.21,178188.842975
180.124.45.234,178023.853306
180.124.44.215,177918.859880
89.34.237.101,177903.860819
180.124.40.228,177633.877724
180.124.40.112,177588.880541
180.124.42.192,177588.880541
180.124.43.171,177573.881480
180.124.44.176,177558.882419
180.124.47.23,177543.883358
180.124.46.195,177528.884298
180.124.46.47,177528.884298
180.124.41.132,177453.888993
180.124.43.49,177348.895567
180.124.41.205,176973.919046
180.124.45.82,176598.942524
180.124.43.223,176538.946281
146.0.79.243,176523.947220
180.124.44.255,176418.953794
180.124.44.243,176403.954733
180.124.41.58,176358.957551
180.124.44.9,176253.964125
180.124.40.40,176148.970699
180.124.44.142,176103.973516
180.124.43.66,176058.976334
180.124.42.197,175968.981968
75.54.229.204,175968.981968
185.100.85.90,175743.996056
104.244.74.78,175728.996995
185.81.157.114,175249.027047
180.124.45.105,175189.030804
180.124.44.174,175189.030804
195.54.163.92,175174.031743
180.124.46.119,175129.034560
180.124.46.124,175054.039256
180.124.45.18,175024.041134
180.124.45.221,174829.053343
180.124.42.21,174679.062735
180.124.45.143,174664.063674
180.124.44.78,174664.063674
111.68.116.106,174244.089970
180.124.40.211,174169.094666
180.124.40.237,174034.103118
180.124.41.75,174034.103118
180.124.42.23,173959.107814
180.124.47.131,173959.107814
103.250.73.6,173824.116266
180.124.43.4,173554.133171
180.124.45.139,173479.137866
180.124.41.77,173434.140684
180.124.44.147,173374.144440
180.124.45.50,173359.145379
180.124.44.136,173344.146319
180.124.46.252,173344.146319
180.124.44.2,173344.146319
180.124.42.191,173329.147258
180.124.42.69,173329.147258
180.124.41.219,173314.148197
103.10.197.50,173209.154771
80.82.67.166,173119.160406
180.124.40.17,172924.172615
180.124.44.22,172879.175432
180.124.42.218,172864.176371
87.120.254.130,172564.195154
180.124.41.9,172489.199850
180.124.40.50,172339.209241
180.124.44.1,172279.212998
180.124.42.122,172189.218633
162.247.72.213,172159.220511
180.124.47.233,172159.220511
180.124.46.92,172144.221450
180.124.45.8,172099.224267
180.124.45.175,172099.224267
180.124.40.209,171994.230841
180.124.40.156,171979.231781
180.124.40.169,171739.246807
180.124.44.238,171739.246807
88.159.9.134,171304.274042
