ip,mean
180.124.184.207,100800
180.124.24.195,100800
49.68.127.160,100800
49.68.147.102,100800
180.124.184.201,100800
49.68.121.163,100800
180.123.157.85,100800
180.124.238.27,100800
180.124.236.13,100800
49.68.145.227,100800
180.124.79.81,100800
180.124.243.86,100800
49.68.125.1,100800
114.235.248.174,100800
180.124.243.166,100800
180.123.157.195,100800
180.123.158.5,100800
180.123.98.217,100800
180.123.158.71,100800
49.81.47.72,100800
49.81.47.130,100800
114.235.249.221,100800
114.235.250.188,100800
180.123.99.77,100800
180.123.156.111,100800
114.235.48.252,100800
180.123.97.39,100800
180.124.237.140,100800
49.81.45.27,100800
180.124.186.237,100799
180.124.185.5,100799
49.68.123.244,100799
180.124.243.130,100799
49.68.144.50,100799
114.234.29.132,100799
49.68.127.105,100799
114.235.248.247,100799
180.124.78.2,100799
114.235.39.233,100799
114.235.251.134,100754
49.68.145.240,100710
180.124.239.21,100710
180.123.159.251,100695
114.235.249.246,100680
180.124.40.152,100665
49.68.123.37,100650
49.68.126.244,100650
49.68.144.145,100635
49.68.125.122,100635
180.124.185.37,100634
180.123.156.13,100634
180.124.14.141,100620
114.235.249.98,100620
49.68.124.69,100620
180.123.158.162,100620
114.235.249.175,100619
49.68.147.26,100605
49.68.147.46,100605
49.68.147.79,100605
49.68.144.107,100575
49.68.124.100,100575
180.124.185.12,100560
114.235.249.74,100545
180.123.158.61,100545
49.68.126.249,100530
114.235.251.117,100515
180.124.43.167,100485
49.68.123.161,100485
49.68.145.37,100484
180.123.159.211,100470
49.68.121.149,100469
180.124.186.114,100380
49.68.127.8,100365
180.123.156.169,100365
180.124.241.229,100335
180.123.156.92,100335
114.235.248.56,100334
45.77.56.43,100320
49.68.127.7,100305
180.123.98.206,100290
114.235.248.20,100275
49.68.123.129,100245
49.68.125.148,100230
180.124.44.169,100215
49.68.122.247,100215
31.184.234.147,100125
180.124.40.117,100035
180.123.158.205,100020
101.201.62.45,100005
114.235.251.206,99990
114.235.248.116,99960
49.68.121.247,99960
180.124.237.173,99960
49.68.121.169,99945
49.68.124.156,99930
114.235.249.209,99885
49.68.125.60,99810
114.235.249.127,99795
173.208.153.75,99765
49.68.126.255,99675
180.124.41.190,99660
49.68.127.48,99660
180.124.187.230,99630
114.235.250.194,99585
49.68.125.143,99570
45.62.243.135,99540
180.124.40.126,99540
180.124.42.93,99539
49.68.121.127,99525
45.76.115.159,99525
180.124.78.106,99524
114.235.251.101,99495
49.68.124.91,99494
49.68.121.243,99465
49.68.121.98,99465
180.123.99.93,99464
180.124.184.135,99449
180.123.97.153,99435
180.123.157.8,99420
180.124.42.203,99420
180.124.14.247,99405
180.123.99.254,99390
49.68.122.119,99390
49.68.124.181,99389
180.124.240.186,99330
180.124.239.147,99329
180.124.14.177,99329
180.123.156.16,99300
49.68.146.79,99300
114.235.251.68,99285
180.123.157.201,99255
149.36.64.22,99240
49.68.145.72,99225
49.68.121.69,99225
180.124.40.203,99225
49.68.144.82,99225
180.124.40.253,99225
180.123.157.233,99225
180.124.43.172,99225
49.81.47.160,99195
49.68.144.117,99195
49.68.127.137,99180
114.235.249.233,99180
49.68.122.87,99165
49.68.126.162,99165
180.124.238.61,99165
114.235.251.201,99164
49.68.127.65,99150
49.68.123.52,99150
49.68.126.100,99120
114.235.249.124,99119
49.68.120.143,99105
180.124.239.248,99105
49.68.127.78,99105
199.249.223.65,99105
180.123.157.111,99090
49.68.122.31,99089
180.123.159.79,99089
49.81.47.126,99089
180.123.98.39,99075
114.235.251.227,99045
49.68.125.93,99045
49.68.147.247,99045
49.68.125.26,99045
49.68.147.191,99045
180.123.159.47,99045
49.68.120.191,99030
154.16.149.35,99000
49.68.124.134,99000
49.68.123.93,99000
49.68.147.207,99000
114.235.251.38,98998
49.68.144.160,98985
180.123.156.120,98970
114.235.136.219,98970
49.68.122.206,98970
49.68.127.157,98970
49.68.120.133,98970
49.81.126.24,98970
180.123.157.44,98970
180.124.79.20,98970
114.235.251.183,98970
180.123.157.244,98969
180.123.156.233,98968
114.235.136.150,98955
95.140.42.183,98941
180.124.79.200,98940
180.123.157.99,98940
180.123.157.122,98940
180.123.157.130,98940
180.124.40.22,98940
114.235.249.50,98940
49.68.122.46,98940
49.68.122.44,98940
180.123.98.170,98940
180.123.158.113,98940
180.124.187.51,98940
114.235.251.144,98940
180.123.159.210,98939
117.92.40.226,98939
180.124.238.23,98939
49.68.146.184,98925
49.68.125.219,98925
114.235.248.44,98910
49.68.144.247,98910
114.235.251.0,98909
180.124.236.221,98895
49.68.146.77,98880
114.235.249.20,98880
51.15.45.131,98880
114.235.250.160,98865
180.124.43.220,98865
49.68.147.211,98850
180.124.240.89,98835
180.124.79.27,98819
49.68.126.67,98790
49.68.126.173,98775
180.124.241.97,98745
180.123.158.66,98745
180.124.40.42,98730
180.124.41.129,98730
49.68.126.140,98730
180.124.45.38,98730
180.123.157.127,98730
180.124.185.165,98730
114.235.251.128,98565
180.123.158.94,98535
188.213.134.136,98520
180.123.157.39,98520
180.124.185.251,98505
180.124.187.174,98505
114.235.251.177,98490
45.62.249.18,98460
114.235.250.111,98460
180.123.156.86,98399
49.68.127.144,98370
180.124.43.150,98339
49.68.144.77,98310
114.235.250.85,98309
114.235.248.239,98220
114.235.250.5,98205
180.124.186.197,98205
180.124.184.242,98204
49.68.121.209,98190
180.123.96.30,98175
180.124.40.51,98175
51.15.70.177,98161
49.68.121.60,98160
49.68.125.114,98160
180.124.242.16,98160
114.235.250.171,98145
180.124.78.229,98115
180.124.79.239,98100
114.235.249.227,98085
180.124.241.8,98085
49.68.122.165,98070
180.123.159.139,98070
114.235.251.100,98025
180.124.14.56,98010
180.124.243.50,98010
49.81.45.214,98009
180.123.159.137,98009
180.124.236.87,97995
114.235.249.255,97995
180.124.40.104,97980
180.124.236.120,97979
49.68.122.57,97979
49.68.126.181,97950
180.124.238.3,97950
114.235.48.219,97935
180.124.186.220,97935
180.124.240.14,97920
114.235.248.228,97920
180.124.184.66,97905
180.123.159.127,97890
49.68.124.103,97875
180.124.78.4,97860
49.68.147.141,97860
49.68.124.19,97845
114.235.249.109,97844
180.124.40.124,97844
180.124.45.110,97830
180.123.158.27,97830
180.123.157.126,97800
49.68.122.249,97800
180.124.79.181,97785
180.124.239.1,97785
180.124.77.152,97785
180.123.97.215,97785
114.235.250.62,97784
180.123.159.181,97770
180.124.77.211,97770
49.81.45.32,97755
180.124.240.244,97725
49.68.125.184,97710
114.235.248.145,97695
49.68.122.64,97695
180.124.40.7,97695
114.235.248.55,97695
49.68.144.73,97694
114.235.251.251,97694
180.124.46.30,97694
114.235.250.250,97679
114.235.250.81,97635
180.123.158.179,97635
180.123.158.102,97620
49.68.120.95,97620
195.123.210.95,97620
49.68.124.38,97620
114.235.249.196,97620
180.124.240.229,97605
180.124.187.133,97605
114.235.249.38,97605
180.124.240.164,97590
180.124.77.175,97560
180.123.99.62,97545
114.235.250.58,97545
180.124.184.18,97545
114.235.248.211,97545
114.235.250.105,97545
49.68.127.96,97545
114.235.250.45,97545
114.235.248.23,97545
180.123.156.167,97545
180.123.156.179,97545
49.68.122.205,97545
49.68.123.113,97545
49.68.147.228,97545
49.68.121.6,97545
114.235.248.165,97545
180.124.184.154,97545
180.123.156.106,97545
49.68.125.186,97545
114.235.251.135,97545
114.235.248.217,97544
49.68.121.77,97530
180.124.236.167,97530
180.124.184.93,97530
180.124.239.149,97530
49.68.123.147,97530
49.68.124.4,97530
114.235.251.169,97530
180.124.241.54,97530
180.104.4.48,97530
180.123.156.132,97530
180.123.156.125,97530
180.124.14.240,97530
49.81.45.68,97529
49.68.123.139,97529
46.38.56.213,97500
49.68.127.193,97485
180.124.185.155,97470
49.68.120.62,97470
49.68.121.203,97470
180.124.187.21,97470
49.68.120.240,97470
49.68.120.231,97469
49.68.147.203,97469
49.68.127.199,97455
49.68.127.149,97440
114.235.48.62,97290
49.68.144.85,97290
180.124.41.147,97290
49.68.121.211,97290
180.124.47.27,97275
180.123.97.90,97260
62.219.3.48,97245
173.254.236.10,97245
62.219.3.47,97245
180.124.184.218,97185
180.123.157.221,97170
180.123.158.206,97155
114.235.250.235,97153
180.124.240.8,97140
180.124.187.103,97140
114.235.248.191,97125
180.124.24.84,97125
49.68.144.221,97110
49.68.127.167,97110
180.124.185.166,97110
180.124.185.102,97109
37.59.119.196,97080
114.235.250.232,97080
180.124.42.46,97065
114.235.249.151,97064
180.124.46.171,97050
49.68.125.79,97035
180.124.185.142,97035
180.124.187.180,97034
180.124.73.70,97020
84.209.131.146,97020
162.243.136.6,96960
139.59.250.10,96960
180.124.47.16,96945
49.68.126.171,96930
180.124.73.68,96899
180.124.47.25,96885
180.124.46.80,96870
114.235.248.61,96870
49.68.121.198,96825
54.200.248.73,96810
180.124.77.69,96765
180.124.238.30,96765
180.124.184.128,96765
173.255.253.173,96765
49.68.146.139,96750
180.124.236.101,96750
49.68.124.67,96734
180.124.243.44,96720
180.124.184.171,96720
49.68.146.60,96719
114.235.248.22,96675
180.124.236.65,96675
49.68.146.228,96660
49.68.123.114,96660
180.123.96.130,96660
180.125.254.253,96660
49.68.121.47,96660
114.234.8.195,96660
180.124.186.192,96660
180.124.185.25,96630
180.124.184.98,96630
180.124.185.163,96615
114.235.248.149,96600
180.123.98.233,96570
49.68.126.213,96555
180.124.77.86,96555
180.124.240.124,96555
180.124.45.126,96540
114.235.249.54,96540
49.68.120.117,96540
49.68.124.53,96540
114.235.248.185,96540
180.124.238.143,96540
180.124.186.74,96539
180.124.41.85,96539
49.68.123.108,96539
180.123.157.2,96539
180.123.98.109,96525
180.123.157.60,96525
180.124.46.188,96524
180.124.43.153,96510
49.68.144.254,96509
114.235.55.153,96508
49.68.125.195,96495
180.124.78.148,96465
114.235.250.184,96450
180.123.157.151,96450
180.123.158.146,96449
180.123.156.34,96449
49.68.123.49,96435
180.124.41.191,96420
180.124.187.110,96420
49.68.125.58,96420
49.68.121.44,96420
180.124.44.212,96405
49.68.126.7,96375
180.124.78.218,96375
180.124.14.190,96375
49.68.124.190,96360
180.124.186.177,96360
114.235.248.166,96360
49.68.144.191,96345
109.190.182.44,96345
114.235.48.227,96345
180.124.41.33,96345
180.124.41.157,96330
49.81.45.163,96315
180.124.40.221,96315
180.124.45.46,96315
180.124.243.177,96300
49.68.127.29,96285
49.68.125.20,96285
114.235.248.59,96285
180.124.41.128,96255
49.68.127.60,96239
180.124.44.175,96224
114.235.249.58,96224
180.123.159.243,96224
114.235.251.116,96210
180.124.41.43,96210
180.123.157.30,96209
49.68.126.204,96209
180.124.40.234,96195
180.124.242.130,96165
114.235.250.43,96135
49.68.144.42,96135
49.68.127.14,96120
49.68.145.178,96120
180.124.185.160,96120
49.68.127.6,96120
180.123.156.152,96120
180.124.184.112,96119
49.68.124.248,96090
180.124.239.98,96090
49.68.144.206,96090
49.68.144.126,96090
180.124.44.248,96090
49.68.125.140,96090
49.68.123.9,96089
49.68.144.185,96075
180.123.157.18,96075
114.235.248.237,96075
114.235.248.27,96075
49.68.126.0,96075
180.123.159.179,96075
180.124.14.180,96075
114.234.8.15,96075
180.123.96.168,96075
180.123.157.210,96075
49.68.147.253,96075
180.124.187.60,96075
180.124.44.81,96075
49.68.124.133,96075
180.123.158.255,96075
180.124.73.238,96075
49.68.127.216,96075
180.124.46.210,96075
49.68.122.240,96075
49.68.122.121,96074
114.235.249.91,96074
180.123.157.178,96074
180.124.77.245,96074
180.123.97.46,96060
180.124.43.37,96060
114.235.251.109,96060
49.68.123.131,96060
114.235.251.249,96060
114.235.249.225,96060
180.123.158.39,96060
180.123.158.198,96060
114.235.251.203,96060
180.124.43.212,96060
49.68.122.219,96060
180.124.187.37,96060
49.68.147.150,96060
49.68.126.126,96060
180.123.98.75,96060
49.68.145.79,96060
49.68.145.170,96060
180.124.186.4,96059
114.235.250.15,96059
49.68.144.174,96059
180.124.240.47,96059
114.235.248.57,96059
49.68.126.123,96045
49.68.127.117,96045
180.124.184.194,96045
180.123.157.129,96045
180.124.78.44,96015
180.123.158.226,96000
188.166.127.251,95985
49.68.146.198,95955
180.124.41.201,95865
180.124.184.27,95865
180.124.46.96,95865
180.123.156.191,95805
173.230.140.242,95760
180.124.77.97,95745
104.236.128.108,95700
49.68.120.211,95640
180.123.157.234,95640
180.124.241.100,95640
49.68.122.76,95624
49.68.122.146,95580
49.68.124.235,95580
180.124.77.89,95550
114.235.250.64,95550
180.124.47.159,95460
49.68.123.153,95400
185.100.86.69,95385
197.248.210.150,95370
49.68.120.154,95369
180.124.241.160,95355
49.68.147.117,95310
114.235.248.117,95265
180.124.185.253,95250
49.68.125.63,95220
145.239.82.79,95205
49.68.125.161,95190
180.123.96.88,95160
49.68.122.214,95160
180.124.73.187,95145
49.68.123.149,95144
180.123.157.250,95130
180.123.156.208,95130
114.235.251.239,95130
180.124.243.76,95115
180.123.99.244,95100
49.68.124.88,95100
49.68.122.155,95100
180.123.157.172,95085
49.68.122.58,95084
180.123.159.24,95070
180.123.156.159,95054
114.235.166.193,95054
45.79.68.102,95042
180.124.78.46,95010
180.124.240.238,94995
180.125.252.161,94995
180.124.78.75,94994
180.124.79.100,94980
188.219.232.165,94980
180.123.158.87,94980
180.124.79.5,94965
49.68.145.6,94965
106.111.126.26,94965
114.235.251.19,94965
180.123.156.85,94965
49.68.125.101,94965
180.124.240.90,94965
36.33.26.236,94950
49.68.122.111,94950
180.124.187.130,94935
180.124.243.213,94935
114.235.250.2,94935
36.33.26.170,94935
180.124.185.154,94935
180.124.42.114,94935
180.123.157.11,94935
180.123.98.203,94920
180.124.44.31,94920
51.15.8.198,94920
49.68.121.229,94920
49.81.47.108,94920
49.68.127.135,94919
49.68.121.67,94905
49.68.123.2,94905
180.124.243.117,94905
49.68.125.35,94905
180.124.240.154,94905
180.123.157.255,94904
49.68.127.57,94904
180.123.157.62,94890
87.248.32.32,94860
185.29.8.211,94860
180.123.157.207,94860
180.124.243.219,94845
49.68.123.188,94845
180.124.238.223,94830
49.68.147.159,94830
49.68.127.228,94830
49.68.125.193,94830
180.124.40.255,94815
49.68.124.148,94815
49.68.123.61,94815
180.124.46.239,94815
196.1.234.211,94815
49.81.44.212,94800
180.123.156.12,94800
114.235.248.70,94800
180.123.99.26,94800
49.68.124.87,94800
180.124.238.204,94799
49.81.45.210,94799
114.235.251.39,94799
49.68.41.181,94785
49.68.125.212,94785
180.124.47.240,94785
180.123.157.225,94740
114.235.249.49,94739
180.123.156.178,94710
180.123.159.38,94710
49.68.124.79,94710
49.68.124.29,94710
49.68.126.137,94709
180.124.79.124,94680
49.68.146.143,94665
114.235.251.131,94665
49.68.121.22,94664
49.68.146.151,94650
49.68.145.149,94650
180.124.184.9,94650
49.68.145.120,94650
49.68.120.145,94650
49.68.120.30,94650
49.68.126.60,94650
49.68.125.225,94650
49.68.125.130,94650
180.124.242.18,94650
49.68.121.171,94650
49.68.144.234,94650
180.123.159.18,94650
180.124.184.50,94650
114.235.250.205,94650
49.68.127.42,94650
49.68.123.75,94650
180.123.96.37,94650
49.68.126.246,94650
49.68.127.154,94650
49.81.45.37,94650
49.68.122.80,94650
114.235.249.242,94650
180.123.156.202,94650
180.124.77.58,94650
49.68.123.81,94649
180.123.159.158,94635
114.235.250.210,94635
180.124.14.201,94635
49.68.120.136,94635
180.124.46.95,94635
180.123.97.74,94635
49.68.125.99,94634
49.68.144.208,94590
49.68.123.175,94590
180.123.158.33,94575
49.68.120.23,94560
180.123.156.107,94514
104.200.24.17,94380
180.123.99.213,94350
180.124.184.217,94334
114.235.248.131,94290
180.124.47.117,94290
180.123.158.160,94290
180.124.14.108,94245
180.124.185.170,94245
180.124.185.149,94185
180.124.236.15,94184
180.124.243.6,94110
180.124.186.141,94109
47.88.57.189,94080
180.124.78.134,94020
49.68.145.162,94020
49.68.144.255,94019
180.123.156.121,94019
180.123.159.224,93990
180.124.43.208,93990
172.104.154.185,93961
114.235.250.228,93945
49.68.146.240,93945
114.235.248.153,93885
49.68.127.179,93855
180.124.14.51,93825
180.124.184.82,93824
180.124.14.239,93795
49.68.123.241,93780
169.239.183.210,93765
180.123.156.65,93765
114.235.251.186,93735
114.235.251.45,93720
121.233.28.137,93705
180.124.40.88,93690
180.124.240.145,93689
180.124.184.15,93689
180.124.185.196,93675
218.3.197.251,93675
180.123.159.45,93660
180.124.187.79,93660
180.124.41.215,93660
180.124.241.9,93660
180.124.236.241,93660
180.124.78.124,93660
49.68.121.12,93645
114.235.251.108,93645
49.68.125.4,93629
121.233.28.211,93569
49.68.124.105,93554
49.68.126.38,93540
180.123.157.86,93540
49.68.121.56,93540
49.68.123.23,93540
114.235.251.130,93540
180.124.77.13,93540
114.235.251.200,93540
89.94.1.179,93540
114.235.249.130,93539
180.123.157.212,93524
180.124.79.79,93510
49.68.145.56,93510
121.233.13.65,93510
49.68.122.184,93509
49.68.120.48,93509
49.68.124.39,93495
49.68.125.180,93495
180.124.77.135,93494
180.123.159.240,93480
114.235.248.126,93480
49.68.147.48,93480
49.68.122.187,93479
49.68.120.184,93465
180.123.98.71,93465
49.68.123.3,93465
180.124.41.8,93450
49.68.124.99,93450
180.124.238.197,93450
180.124.43.73,93450
49.68.126.92,93450
180.124.242.46,93450
180.124.79.241,93420
180.124.185.79,93405
49.68.122.36,93405
180.124.79.90,93405
49.68.145.50,93405
49.68.125.52,93405
180.124.42.14,93404
180.124.242.188,93390
180.124.45.251,93390
49.68.124.171,93390
180.124.41.95,93360
49.68.145.197,93360
49.68.123.72,93360
180.124.41.228,93360
180.124.239.246,93344
180.124.44.249,93330
180.124.239.201,93330
180.124.236.235,93329
49.68.125.92,93315
180.123.158.72,93314
220.73.162.38,93300
46.148.26.108,93300
188.42.241.49,93300
180.124.14.117,93270
49.68.125.53,93225
199.249.223.42,93225
180.123.156.39,93225
180.124.238.232,93224
180.124.14.205,93224
114.235.248.238,93210
180.124.184.46,93210
49.68.120.127,93210
180.123.97.216,93210
180.124.79.222,93210
49.81.46.46,93210
180.123.157.237,93210
49.68.146.223,93210
114.235.248.105,93210
49.68.122.39,93210
49.68.144.240,93209
49.68.120.229,93195
49.68.145.59,93195
114.235.250.170,93195
114.235.249.135,93195
114.235.248.50,93195
49.68.122.185,93195
114.235.48.212,93195
180.124.187.61,93195
180.124.185.249,93195
180.104.4.211,93195
49.81.47.101,93195
114.235.248.249,93195
180.124.185.10,93195
180.123.156.104,93195
180.124.187.69,93195
180.124.184.92,93195
180.124.184.96,93194
114.235.251.152,93194
180.123.97.3,93194
49.68.127.25,93194
49.68.123.90,93194
180.124.187.176,93194
180.123.156.160,93179
180.124.14.94,93134
94.23.172.135,93120
49.68.124.220,93090
49.68.125.67,93075
180.124.237.107,93075
49.68.121.208,93045
180.123.158.54,93045
49.68.120.92,93000
180.123.159.78,92999
95.215.44.194,92985
180.124.44.90,92955
49.68.125.126,92895
114.235.248.187,92850
185.117.82.132,92820
49.68.127.92,92760
49.68.147.221,92760
180.123.159.242,92760
180.124.14.92,92760
114.235.248.111,92745
180.124.239.10,92670
180.124.41.81,92668
123.206.193.33,92625
178.217.187.39,92625
114.235.250.102,92625
180.124.238.195,92625
114.235.248.64,92625
114.235.248.53,92610
49.68.121.14,92595
217.170.197.83,92565
180.124.184.133,92550
106.111.126.224,92535
49.68.145.243,92535
180.124.79.29,92535
49.68.125.77,92535
49.68.124.249,92535
49.68.146.253,92520
180.124.243.173,92520
180.123.159.84,92520
49.68.120.42,92520
180.123.157.110,92520
180.124.40.174,92520
180.124.76.32,92518
199.249.223.49,92505
114.235.251.4,92490
180.124.186.172,92428
114.235.249.167,92415
49.68.145.154,92415
49.68.147.193,92400
180.124.14.157,92400
149.56.135.190,92399
199.249.223.43,92385
49.68.146.11,92385
180.124.185.69,92370
180.124.242.151,92279
199.249.223.45,92265
49.68.123.127,92250
114.235.251.202,92250
180.124.241.70,92250
114.235.248.234,92249
49.68.126.122,92249
180.124.238.119,92249
180.123.99.147,92249
114.235.251.92,92249
49.68.124.35,92235
49.68.120.3,92235
49.68.145.118,92235
180.123.158.140,92235
114.235.250.4,92235
199.249.223.46,92220
49.81.44.130,92220
49.68.125.65,92220
180.124.187.72,92219
180.123.157.169,92204
49.68.124.63,92160
218.3.194.215,92145
180.123.97.9,92145
49.68.121.101,92145
114.235.251.79,92115
49.135.84.252,92115
180.124.237.109,92100
180.123.159.207,92100
192.81.223.177,92100
180.123.157.114,92100
180.124.46.137,92099
180.124.77.161,92085
180.124.78.34,92085
180.123.157.66,92070
180.123.157.116,92070
180.123.158.57,92069
180.124.46.251,92055
180.123.158.74,92055
114.235.248.150,92055
49.68.123.18,92055
49.68.120.163,92040
199.249.223.48,92025
199.249.223.41,92025
199.249.223.47,92025
180.124.44.241,92024
49.68.121.197,92024
180.124.41.155,92010
180.124.241.146,92010
180.124.186.169,91980
180.124.14.238,91964
180.124.78.250,91950
180.124.239.157,91935
180.124.14.207,91935
180.124.185.83,91935
114.235.250.239,91934
180.124.46.83,91920
180.123.159.36,91920
49.68.124.132,91920
49.68.122.17,91920
180.124.44.187,91920
193.70.56.25,91920
180.124.185.181,91920
180.124.42.19,91920
49.68.127.76,91920
114.235.48.61,91920
180.124.77.24,91920
180.124.47.52,91920
114.234.247.155,91919
114.235.251.148,91919
180.123.159.50,91905
180.124.236.81,91905
180.124.14.175,91904
180.124.240.196,91904
49.68.126.211,91890
49.68.146.63,91890
180.124.184.51,91875
180.124.184.129,91875
49.68.120.130,91875
49.68.121.128,91860
180.123.96.173,91845
49.68.146.40,91830
180.124.241.106,91800
180.123.96.23,91785
180.124.40.183,91784
49.68.145.108,91770
114.235.250.17,91770
180.124.24.107,91770
49.81.44.40,91770
49.68.123.43,91770
114.235.249.68,91770
180.124.186.133,91770
49.68.122.208,91770
114.235.249.177,91770
180.123.156.225,91770
49.68.146.62,91770
180.124.40.210,91770
180.123.158.246,91770
49.68.144.34,91770
180.124.237.69,91770
180.123.158.12,91770
49.68.145.53,91769
180.123.96.31,91769
180.123.158.253,91769
49.68.144.193,91769
114.235.250.236,91769
180.123.158.114,91769
49.68.146.26,91755
49.68.122.74,91755
114.235.251.15,91755
180.123.158.67,91755
180.123.157.119,91755
49.68.124.184,91755
49.68.126.93,91755
49.68.123.143,91755
114.235.249.71,91755
114.235.251.146,91755
180.123.158.252,91755
49.68.121.240,91755
180.123.156.63,91755
180.124.73.81,91755
49.68.125.48,91755
49.68.121.227,91755
180.124.78.254,91755
180.123.157.57,91755
49.68.123.142,91755
180.123.157.21,91755
114.235.248.71,91755
180.124.43.135,91754
180.127.162.73,91754
180.124.186.27,91754
180.104.6.93,91754
114.235.249.43,91754
49.68.146.251,91740
180.123.159.40,91739
114.235.251.195,91725
180.123.159.221,91725
49.68.144.4,91710
180.124.186.246,91710
114.235.250.63,91710
46.163.226.217,91680
180.124.42.173,91635
49.68.123.137,91620
180.123.99.196,91620
114.235.248.76,91589
103.255.238.21,91560
109.133.37.46,91560
114.235.251.190,91545
121.233.14.175,91515
180.124.14.229,91514
46.165.254.166,91485
180.124.187.155,91425
114.235.248.88,91409
180.124.45.91,91380
52.38.114.33,91320
180.124.240.249,91320
51.255.196.218,91320
185.70.10.238,91320
49.68.120.120,91275
49.68.145.151,91275
49.68.123.123,91260
180.124.239.182,91260
180.124.77.182,91260
180.123.156.19,91260
219.222.118.102,91215
213.136.74.184,91200
114.235.251.252,91185
180.124.44.219,91170
180.123.159.188,91169
52.174.254.156,91140
180.124.79.83,91065
180.123.157.249,91035
49.68.121.29,91034
49.68.147.119,91005
114.235.251.212,90960
49.68.127.175,90960
114.235.250.1,90930
180.123.156.58,90929
49.68.124.135,90915
180.124.185.185,90914
180.124.78.196,90900
180.124.78.224,90900
37.218.240.110,90900
49.68.127.40,90884
49.68.120.197,90855
180.123.156.9,90810
114.235.248.152,90810
114.234.12.157,90794
180.123.232.176,90794
49.68.145.33,90765
180.124.243.184,90750
180.123.156.14,90750
180.123.98.200,90750
49.68.125.32,90735
49.68.123.150,90735
180.124.45.69,90735
180.124.243.203,90720
180.124.185.195,90720
180.124.77.208,90690
49.68.127.2,90690
49.68.121.52,90690
49.68.126.65,90690
49.68.144.22,90675
49.68.144.5,90675
49.68.144.99,90675
49.68.126.170,90675
49.68.125.138,90660
49.68.127.12,90660
49.68.120.238,90660
49.68.122.117,90660
180.104.6.50,90660
49.68.145.98,90660
180.123.97.180,90660
180.123.156.216,90660
114.234.245.109,90659
180.124.239.17,90645
180.124.241.163,90645
180.123.158.174,90645
180.123.156.164,90645
180.124.78.206,90644
180.123.99.246,90644
180.124.238.177,90644
180.124.46.8,90630
49.68.123.165,90630
49.68.121.30,90615
114.235.251.43,90615
180.124.240.123,90615
114.235.248.114,90615
180.123.156.115,90615
114.235.250.101,90570
180.123.158.151,90570
49.68.120.44,90570
49.68.146.13,90540
87.120.254.37,90540
24.248.203.49,90540
87.120.254.97,90540
89.68.93.108,90540
180.124.44.94,90525
49.68.127.237,90525
49.68.127.184,90525
180.124.42.60,90510
49.81.44.215,90510
49.68.125.76,90510
180.124.239.148,90495
180.124.47.13,90495
49.68.146.159,90495
180.124.40.32,90495
180.123.157.173,90494
49.81.45.176,90480
49.68.125.176,90479
49.68.120.140,90478
49.68.120.123,90435
49.68.124.208,90435
180.123.156.243,90435
49.68.145.155,90435
114.235.248.63,90435
114.235.248.87,90434
180.124.79.84,90434
180.123.157.32,90434
49.68.123.171,90420
89.221.209.100,90420
114.235.251.238,90405
114.235.55.247,90390
180.124.42.87,90390
49.68.146.239,90345
49.68.125.242,90345
49.68.125.17,90345
180.124.41.137,90344
180.124.236.64,90330
49.68.124.195,90330
49.68.124.13,90330
180.123.156.143,90330
49.68.123.92,90330
180.124.240.225,90330
49.68.122.65,90330
49.68.120.153,90330
114.235.250.66,90330
180.124.242.253,90330
180.124.14.234,90330
114.235.55.104,90330
49.68.147.216,90330
114.235.251.37,90330
180.123.159.92,90329
49.68.146.153,90315
31.172.137.22,90300
180.123.157.155,90299
49.68.147.105,90285
180.123.156.67,90285
180.123.159.109,90285
49.68.146.174,90285
49.68.124.221,90285
114.235.222.249,90285
49.68.122.45,90285
180.124.79.165,90285
114.235.251.107,90285
49.68.146.47,90285
49.68.123.212,90285
114.235.250.94,90285
49.68.145.129,90285
149.202.24.109,90285
180.124.14.163,90285
49.68.126.88,90284
180.123.157.141,90284
180.124.184.245,90284
114.235.250.203,90284
180.123.159.132,90284
180.123.97.14,90284
180.123.156.194,90270
49.81.47.45,90270
49.68.125.24,90255
49.68.127.10,90255
185.100.87.210,90240
180.124.47.51,90225
180.124.185.246,90225
114.235.248.143,90225
180.124.185.126,90209
180.124.46.172,90180
49.68.124.113,90180
49.68.145.34,90180
49.68.146.222,90180
114.235.249.5,90180
180.124.41.41,90165
49.68.122.112,90165
180.123.159.167,90150
114.235.250.24,90150
180.124.240.4,90120
49.68.124.178,90105
180.124.184.125,90090
49.68.127.136,90089
180.123.158.117,90060
180.124.185.167,90030
49.68.127.108,90015
180.124.43.176,90000
49.68.144.6,89985
180.123.98.68,89984
222.132.30.242,89970
180.123.159.174,89955
180.124.14.106,89955
180.124.187.188,89940
185.10.68.157,89940
49.81.45.13,89924
180.124.78.110,89910
218.3.194.250,89880
114.235.251.11,89849
114.235.249.21,89849
49.68.126.23,89775
49.68.122.35,89774
121.233.28.82,89759
180.124.73.41,89745
180.123.157.208,89745
49.68.120.118,89730
49.68.126.177,89730
199.119.112.66,89700
180.124.47.246,89700
195.22.126.178,89685
49.68.120.79,89670
49.68.124.242,89655
49.68.125.83,89640
114.235.55.147,89640
180.124.238.108,89640
180.124.185.97,89640
49.68.144.43,89640
180.124.78.101,89640
180.104.4.114,89639
180.124.241.17,89639
180.124.236.25,89639
180.123.157.77,89639
114.235.48.179,89639
49.68.147.168,89639
